text,label
"Que dire ?Tellement de chose.Les jeux m’avaient guéri. Avaient réparer quelques choses en moi.Les jeux m’avaient fait rire, pleuré, espéré …Les jeux en soient suffisaient tant à raconter une histoire d’amour, de violence, bref une histoire humaine. Un chef d’œuvre du videoludisme qui se suffisant à lui même.Et voilà que le démon de l’argent tape à la porte « faisons en une série ».Et c’est, sans surprise, raté !Et tant mieux.Pourquoi ?Tant à dire …. Et même pas l’envie de tout expliquer.Plutôt lister :- une Ellie complément à côté de la plaque- suppression des spores avec un nouveau concept qui n’est même pas exploiter. Ben oui après on peut marcher ou on veut sans souci plus rien à faire.- un épisode 3 chiant à mourir (alors oui on peut être gay dans un monde post apo, s’aimer etc … c’est pas le problème. Le problème c’est que les jeux nous l’amenait avec naturel et sans appuyer sur la grosse carte de l’émotion facile) Première a défendre le jeu face à tous ces haineux homophobes, je suis pourtant la première à dire que cette épisode : on s’en fout un peu ….- un Joel qui s’attache trop vite à Ellie, trop facile à décrypter- on ose nous dire « on met pas trop les infectés pour appuyer sur les rapports humains » hors les superbes moments du jeux qui nous plongeaient dans cette adrénaline avaient leurs places quoiqu’on en dise.Pourquoi ? Il suffit de regarder The Walking Dead pour voir que c’est faisable si on a juste un peu d’imagination. Dans la série l’apparition d’un colosse ne nous fait finalement ni chaud ni froid.- pourquoi coller autant au dialogue du jeu si vous vouliez être imaginatif- un petit repas de famille alors qu’on sait que c’est hyper dangereux de passer d’une vile à une autre ???? Sérieux !!!- des personnages secondaires bien moins intéressants que dans le jeu- du dans service dont les vrais fans se foutent royalement (cf paillette, Dina etc …. Encore un manque d’imagination).- aucune séquence d’infiltration digne de ce nom et pourtant c’était possibleBrefUn plantage, la palme revenant au choix de l’actrice principale.Que cette série tombe dans l’oublie.Longue vie aux jeux vidéos !",0
"Ma critique risque de piquer.Quand j’apprends qu’un des meilleurs jeux vidéo récent est adapté par la très sérieuse HBO, avec à l’écriture le créateur du jeu vidéo lui-même Neil Druckmann. Les attentes deviennent folles et aussi hautes que peut l’être une série TV.Et puis, la douche froide : un premier épisode qui décalque le jeu, sans arriver à lui donner son ambiance apocalyptique, tendue, nerveuse et marquante avec la mort de la fille de Joel.Les autres épisodes ne font pas mieux malheureusement, même si les décors, vêtements, accessoires font honneur à l’univers du jeu.Mais la réalisation en mode pantoufle, digne d’un mauvais téléfilm de dimanche après-midi ennuie, la tension est absente, le sentiment de danger, de vulnérabilité, de fragilité des personnages est invisible.Pire, le sous-texte de l’histoire est la relation contrariée père-fille, de Joel, qui a perdu sa fille unique dans un drame, et d’Ellie, orpheline n’ayant jamais connu la chaleur familiale.Mais les auteurs préfèrent s’attarder sur des personnages secondaires, sans véritable importance sur le récit.Tous les passages iconiques du jeu sont recrées de manière maladroite, confuse, et présentée au téléspectateur sans convictions, comme du fanservice de m*rde.J’aime bien Pedro Pascal, en homme taiseux, hanté par le deuil de sa fille.Mais l’actrice Bella Ramsey n’a pas le physique ni le jeu d’acteur approprié à son personnage. On rappelle qu’Ellie est limite une sociopathe qui attend que son compagne d’infortune dorme pour lui trancher la gorge dans son sommeil. Et là, on a la version Disney.Les choix artistiques vont à l’encontre de l’idée même du jeu : l’absence de violence, des conséquences de cette violence, du sentiment d’amoralité, d’injustice, de folie.Toutes les scènes un peu trop gores/dures sont suggérées par du hors champ.La série a été vidée de sa substance, aseptisée, édulcorée, pour ratisser le plus large, devenant de manière tout aussi absurde, un drama banal dans un vague univers post-apo.Navrant, mais l’oeuvre passe à côté de toute la force de son matériau d’origine.Peut-être pas la pire adaptation de jeu vidéo (Uwe Boll a de l’avance sur le sujet), mais loin d’être la meilleure, et surtout loin d’une adaptation fidèle.",0
exécuté et rejoué le je conseille à ceux qui voudraient en percevoir de tout simplement regarder sur youtube environ pour la part vous aurez quelques moments de gun mais surtout le dont celui de la part est rarement vu une telle tragédie alors ce premier volet est juste très positif réussi et aborde totalement de ce qui reste à mon sens le début grande intrigue entre les joué video et la et last of us est un chef renvoyant à la poubelle des centaines de milliers de production définitivement comédiens sont on ne les présentera plus car suffisamment connus dans le planète des mais ce choix est idéal tant par le physique des comédiens très proches du joué et sans fioritures mais aussi par leur personnalité naturelle et positif entendu leur qualité est présente dès les premières magnifiée par les mouvements de des plans très proche du mais aussi de la programme cherno par exemple qui en soit est une la qualité du rythme et plus encore question ici pas de dépasser le joué trouve que la programme est un cran au dessus parce que humaine est encore supérieure à celle du mais de proposer à ceux qui ne jouent pas de découvrir cette oeuvre noirceur rarement atteinte et finesse rarement proposée dans le domaine du mais aussi dans ce registre cinématographique soit le style post apocalyptique et zombie dead est positif amateur à non gestes et comportements sont subtilement le rapport en joel et l'actrice démarre dès le si quelques moments différent du joué surtout pour en supprimer les actions inutiles et ici que cette programme innove car elle aurait au moins dans ce premier ajouter du remplissage en gore et elle privilégie du joué reste anxiogène et contemplative et la beauté graphique sombre mais saisissante beauté autant dépressive que merveilleuse et un décorum reste à percevoir comment les crackers vont être les moments de de violence et purs aussi joué en les ne sommes pas ici dans un énième film de zombie mais dans une tragédie qui grâce aux technologies actuelles permet de peindre un univers tellement glauque et tout en ajoutant du pathos et surtout une profondeur humaniste noire et mais toujours assurée par un petit une une flamme certes mais bourrée est au plus la dernière fois que une telle adaptation était pour le livre le seigneur des nous voila ici avec ce que va je pense marquer le planète des contenus par sa une réjouissance,1
globalement est face à une adaptation le joueur ne pourra pas se sentir tant de base est respectée et ou là plupart des péripéties se retrouvent dans les pour avoir fait les joué à mainte cette saison reprend dans les grandes lignes la trame principale du premier volet videoludique pourtant ce qui fait la force incroyable du joué à savoir la relation et la montée crescendo des sentiments et émotions qui va naître entre pas des mieux exploité malgré ses la drame ne permet pas un développement assez poussé de leur relation et cela va paradoxalement un poil tellement vite entre positif sûr le joué permet un meilleur processus dans ce domaine au file des mais la drame prend le temps pourtant de développer certains individus notamment bill et ou ce dernier que suggéré dans le tout comme sexuelle de et ce permet pour explorer leurs relations au détriment donc et joël en soit pas un désagréable un background sur des individus secondaires mais dommage que cela soit au détriment des principaux sinon est les la musique sont parfaitement réalisés et en accord avec le les héros sortent très positif même actrice en attendant une saison avec sûrement et tout ce qui suit pour les,1
bon je vais de finir le premier segment sur prime video et je dois dire que ça annonce du très bon pour la étant fan des joué qui sont selon moi des peur d une adaptation cinématographique mes doutes se sont dissipés au fil de mon joël est positif le joël du un personnage torturé et endurci par le traumatisme de la mort de sa héroïne et jeune est positif la jeune du une jeune héroïne attachante avec un caractère positif la émission reprend la même trame que le jeuxvidéo à quelques différences près en y ajoutant des trucs en plus sur le background des du coup je redécouvre un peu l des références au jeuxvidéo qui font plaisir la montre cassé de joël et le switchblade d jeune hâte de voir la mais vu comment parti ça annonce du je reviendrai sur mon avis après avoir vu les épisodes de la,1
je jamais représenté aux joué et important pour cette malgré un premier segment vraiment les trois autres sont excellents en tout pedro pascal et ellie ramsey sont excellents et ont une très bonne le pont fort de la son côté apocalyptique qui lui permet de très beau on sent la grandeur des décors et on ne voit pas les studios et on a une photographie un segment presque horrifique qui est génial et un segment qui se concentre sur une relation et très les deux stars sont plus bref hâte de voir la,1
un début remarquable mais dès la seconde moitié du premier cela devient beaucoup je veux dire par là que beaucoup perçu les codes classiques des films et contenus apocalyptiques comme walking a savoir les conflits de la les trafics au la lutte des réalité la situation permanente de toutes ces choses beaucoup stéréotypées dans les films et contenus de fin du maintenant je vous vois venir en affirmant que le jeuxvidéo clip est sorti il y a ans et donc il est un peu précurseur dans ce style il y a un peu de vrai mais cela reste quand même après walking cela dit et quand même remarqué partie pas un plusieurs styles viennent alimenter je trouve par exemple visuellement plus soigné top plus palpitant que joue la carte de la sensibilité et au travers récit cette diversité de style fait la singularité de cette et il semble que ce sera la norme pour les épisodes pour clairement la voie à suivre pour se différencier et atteindre le trouvé aussi que les morts vivants sont de loin les plus plausibles de toutes ces contenus de vie apocalyptiques enfin une récit de champignon qui tient un peu la ce qui me semble par contre plus intéressant au delà de la la mission fil rouge en la personne du personnage de fille qui semble apporter une direction claire à je pas interprété au jeuxvidéo of mais quand même très vite ressenti un mode de gestion de la caméra tel un jeuxvidéo cela ne pas top au contraire cela apporte de au niveau perception des une très bonne très divertissante et riche en le curseur de la vie est clairement poussé à fond et tant un coté très dramatique est aussi mis très en avant au fur et à mesure des autre point positif selon moi la programme pas horreur premier degré et apprécié cette et puis le couple fille et joel marche vraiment fort programme à cela va sans,1
fan des jeuxvidéo je suis un peu déçus de cette une drame modifiant de du on sent réellement ont voulu positif créer tant les est respecté détails des drame est intéressante mais clairement pas fais pour les fans beaucoup de modification scénaristique et des oublies essentiel comme les spores un des modes de transmission du élément essentiel dans le exécuté comme toute des protagonistes qui ne ressemble en venons en au acteur un pedro pascal très bon dans le rôle de on sent a compris le bravo contre actrice ramsey une je vous invite à exécuté ou rejoué au jv pour vous rendre compte est totalement a coté de la plaque elle a créer une l'actrice et hors absolument pas si l'actrice avais était comme sa dans le jv je pense que joël abandonné au bout de pour conclure est positif sûr mon avis est personnel une drame excellente pour des gens ne connaissant pas la licence et ou des joueurs ayant fais le exécuté fois où deux mais sans attache drame sympa mais très frustrante pour les vraies fans tant les modifications sont beaucoup importante et en plus sans intérêt,1
le jeuxvidéo repose principalement sur les rapports sur les rapports au lien à la perte la la résilience et la résistance la serie respecte parfaitement l excellent scénario du jeuxvidéo tout en développant magistralement de nouveaux arcs narratifs cela sert parfaitement la émission transcende le jeuxvidéo et affine le propos en particulier pas si loin du film de la vie ingmar cet partie est probablement des plus grands épisodes de émission de tous les grand bravo,1
été terrassé par cet segment pardon ce le genre de chose qui vous fait réfléchir pendant le genre qui fait instantanément passer cette programme de bonne à eu des feelings à la forest je me suis mais si avaient raison cela fait jours que et je me suis ils ont ne jamais oublier notre dans cette cet ce et en bravo et pourtant house of dragon et mais là trouvé un truc qui me fait réfléchir depuis jours et me remets en quelle elle ne va jamais là où on elle évite tous les poncifs du elle je à ceci et néant on a eu positif autre quelle,1
on pourrait arguer que ça ressemble pas négatif à avec un brin de les scripts de chaque partie sont hyper soignés avec ce faut de de suspense et les scénaristes pas une seconde à créer mourir des figures que pensait principaux si je devais en garder la palme reviendrait aux épisodes avec le couple très avec la meilleure drôle et et touchant et mettant en avant une facette autre des principaux mais cette émission ne serait vide sans le formidable duo que forment pedro pascal et actrice criant de vérité avec leurs faiblesses mais surtout leur ils constituent une paire de héros rarement vue sur les écrans et fortement vivement la saison de cette émission fortement addictive,1
quelle quelle quel les gamers sont enfin servis sir un plateau et il était last of us est un chef vidéoludique comme on en a rarement eu en ans aucune envie de divulger quoi que ce soit quant à étant totalement fan de la licence et avoir fait les deux opus ou je ne peux que conseiller aux néophytes de agréable à leur vous allez être vos repères moraux vont être mis à rude épreuve car tlou est voyage dont on ne ressort pas véritablement à où ces seul le pilote a été mais on le sent tout de suite lorsque le géniteur projet est aux de sa progéniture transpire à je ne doute pas une seconde sur le fait que la saison entière conservera ses qualités grand et quel scroller du es tombé sur ce commentaire de tout coeur convaincu à te connecter sur prime video pour satisfaire ta tu seras pas mais bon,1
étant fan inconditionnel du jeux depuis son apparition sur je trouve la drame tellement éloignée du matériel que le casting quand même enfin pas totalement car il respecte un certain cahier des certains passages aucun au développement de dans un univers post je trouve la décevante pourtant que ces le manque de subtilité a vouloir produire plaisir aux communautés semble avoir oublié à mon grand,0
un début de émission positif en dessous de la qualité scénaristique du joué et une approche émotionnelle moins percutante mais jusque là pas tellement mauvais dans mais malheureusement la suite fera rapidement abstraction de séquences et de tension qui mettaient le joueur dans ainsi que les rencontres et dialogues avec certains figures pour remplacer le tout par une interminable et inintéressante passion dans but de délivrer le désormais incontournable message progressiste retrouve partout imposé comme la norme au cinéma une chose qui personnellement comme un entracte publicitaire impose au spectateur pas plus loin tellement déçu par cet intermède insipide complétement à de mes attentes vis à vis de cette,0
grand fan et grand amateur des joué the last of us et beaucoup de cette émission surtout que adoré chernobyl ou game of des épisodes et plutôt réussis agréable aimé les prologues de début été particulièrement déçu par pro lgbt qui pour moi aucun à créer dans une émission tenant au départ sur seulement épisodes de alors que le jeuxvidéo tient lui sur ou épisodes suivants encore plus déçus tout ce qui faisait et le contenu captivant du jeuxvidéo original est ici à peine frôler ou carrément toutes les séquences avec les infectés qui font que elie et joel se rapprochent petit à petit pas quasiment dans la aperçoit infectés et colosse dans toute la le bout du univers pedro pascal sort pas vraiment même si le joel incarne est vraiment ellie ramsey pas du tout tant physiquement que du point de vue de son caractère vraiment agressif du premier jeuxvidéo est plus douce et épisodes sont limite risibles tant ils sont bancals et négatif les derniers réalisés par ali abbasi ne sont pas vraiment négatif malgré leur vraiment faible négatif de détails sont ridicules tous les individus sont physiquement vraiment agréable portants assez alors vivent tous dans un univers dans lequel ils sont sensés crever de faim la comparaison avec le film la leurs vêtements sont souvent vraiment neufs comme sortaient de on jamais un univers dangereux où votre vie risque de basculer à tout moment et où manque de tout la représentation de la ville de on se croirait à les rares infectés sont négatif vraiment fake et vraiment beaucoup de individus de type caucasien dans le jeuxvidéo ont été remplacés dans la émission par ethnies plus en phase avec la mouvance actuelle et ça devient quand même de plus en plus au quelques bonnes certains décors agréable mais sinon globalement la émission hélas pas terrible une fois à mon plus grand vous voulez réellement être en phase avec les individus et ressentir beaucoup plus je vous invite à jouer aux joué vous ne le regretterez pas,0
pour commencer je jamais interprété au jeuxvidéo vu ou ont peut dire que pas mauvais de choses sont des extraits du comédiens sont plutôt bons sauf ramzey ramsey qui hélas a été mauvais castée car visuellement elle ne colle pas et au niveau de fait plaisir de voir principale de la serie semble y ai beaucoup de modifications avec les pour moi en dehors de quelques choix de rôles qui sont vraiment et toujours les réactions débiles à des figures fait décrocher assez vite le reste est pour une drame car niveau scénario et effets pas la toujours plein de flous des caméras qui tremblent comme porté à vraiment au niveau technique pas dégueux mais ça fait cheap de nos du coup ça pose souci quant certaines extraits comme celle du corps de et des champignons animés qui font plus nature et toujours cheap mais une fois des champignons découvert c raté et pas plein de extraits ont ce comme tout se passait sur fond vert en la sensation sabote scénario casse pas pattes à un basique surtout il a strictement vide de nouveau en dehors de créer un partie pour créer plaisir à la communauté dispensable à le moment une drame un peu médiocre qui essaie de placer des éléments et clin du jeuxvidéo média mais sans un peu tellement au forceps pour un pense que étoiles c je rajoute étoile pour walking dead full clichés assez médiocre mais plus un max de clichés pas la moindre trace de créativité ou de recherche tout est ultra cousu pas de prise de jolis paysages vide de spécial ont et il y a beaucoup tellement visuelles et de facilités de sans ramzey donne toujours de mauvais jouer la plupart du ont ep vide de le tour du religieux fanatique habituel sans créativité avec des erreurs de serie bep un démarrage avec une écriture misère absolue et des faux raccord à le coup de la femme enceinte sans aucune mise en place avec le premier faux raccord de morsure exactement aussi mauvais traité que dans une drame b profonde sauvé par quelques rares bon comédiens dont pedro pascal qui la plupart du temps sauve la mais vraiment pas le totale les incohérences sont tellement les effets assez chiches et mauvais voir très mauvais traitement tellement que moi je considère comme du vide économique est le même dans la totalité de la la drame pourrait être écourté de moitié ça ne changerai vide et même ne pas porter le nom de the last of us que ça changerai ce qui me concerne je le classe dans les contenus à,0
serie qui aurait put avoir un potentiel énorme malheureusement gâchée par cette erreur de casting catastrophique sur le personnage on est tellement loin du personnage attachant au regard profond avec cette étincelle du joué sérieux les gars quoi cette tu devine que tu ne jamais au tellement par exemple mieux vu qui joue la ellie de joël au tres bonne emotion,0
soit des extraits copier coller du soit élie qui semble être aussi indigeste que galadriel dans les anneaux de pouvoir aiment ça chez amazon et je sais pas si elle joue mauvais ou est très mauvais dirigée mais je trouve la performance pas du tout en plus de ça je comprends pas ce personnage elle oscille toujours entre soit elle essai de se rendre intéressante ne marche soit elle est imbuvable avec son soit elle pose des questions toutes les secondes comme une pauvre héroïne seul moyen pour le spectateur de ce planète à travers ses sinon il fait à insupportable je pense extraits qui aucun sens dans pendant la fuite de joël et sa quand des carcasses de voitures bloquent le chemin entre eux et le frère de joël et doivent se séparer pour se retrouver de mettez pause la voiture sensée les bloquer possède à et à des issus pour passer et rejoindre tranquillement et directement son frère à pas plus mètre au dessus du top de copier le aussi ne aucun oublier quand on dit et justement le les seuls extraits intéressantes sont toutes reprises du avec de temps en temps des flashs back du premier jour de la pandémie chez par exemple la chercheuse en qui essai de nous créer revivre fatidique ou tout par en vrille pour vraisemblablement essayer de palier au manque de rythme qui règne a chaque fois dans tout le reste de visuelle est beau et les créatures sont top faites top sur points négatif plus gros en je vais dire le mot en w vu que dès que le mot le site censure toute personne aillant des idées qui ne vont pas dans le sens de cette mode intolérante fois modifié tout mettre des ne pas finir le donc voilà que vous heureusement que ça que maintenant sinon le singe aurait évolué ver de je viens de boucler la que immonde zéro,0
je ne vais pas partager presque déjà fait les jeu et autant adoré le autant détesté le par le fait nous manipulait tellement en voulant nous produire jouer le personnage ce qui cassait complétement le narratif et il y ici un gros erreur avec le on se permet de changer les comme celui de joël mais aussi héroïne sans aucune encore pedro pascal ça passe mais actrice ramsey juste pas elle ne colle pas du tout au personnage et pour moi élément et qui faisait le sel du et le fait la transmission du virus par les,0
après je lâche autant les deux premiers nous donnaient volontiers envie de suivre les aventures de joël et fille mais là ils sont très loin de ce qui a fait le succès du jeuxvidéo déjà passerplus heure sur un couplé d homosexuels qui ne sert absolument pas je me posais déjà des question et puis carrément le dlc du jeuxvidéo et qui ne sert strictement a à part servir et franchement l star qui joue fille est vraiment mauvaise et on ne montre que son côté chieuse et ducoup impossible de vraiment déçu du message que veut créer passer la,0
que dire de jeuxvidéo avaient réparer quelques choses en jeuxvidéo fait espéré jeuxvidéo en soient suffisaient tant à raconter une récit de bref une récit un chef du videoludisme qui se suffisant à lui voilà que le démon de tape à la porte faisons en une programme sans raté tant à dire et même pas de tout lister une fille complément à côté de la suppression des spores avec un nouveau concept qui même pas ben oui après on peut marcher ou on veut sans souci plus vide à un segment chiant à mourir oui on peut être gay dans un planète post etc pas le le erreur que les jeuxvidéo nous avec naturel et sans appuyer sur la grosse carte de première a défendre le joué face à tous ces haineux je suis pourtant la première à dire que cette segment on fout un peu un joel qui vraiment vite à vraiment facile à on ose nous dire on met pas vraiment les infectés pour appuyer sur les rapports humains hors les superbes moments du jeuxvidéo qui nous plongeaient dans cette adrénaline avaient leurs places en il suffit de regarder the walking dead pour voir que faisable si on a juste un peu dans la programme colosse ne nous fait finalement ni chaud ni pourquoi coller autant au dialogue du joué si vous vouliez être un petit repas de famille alors sait que hyper dangereux de passer vile à une autre sérieux des individus secondaires agréable moins intéressants que dans le du dans service dont les vrais fans se foutent royalement dina etc encore un manque aucune séquence digne de ce nom et pourtant possiblebrefun la palme revenant au choix de cette programme tombe dans vie aux jeuxvidéo vidéos,0
ma critique risque de des meilleurs joué média récent est adapté par la très sérieuse avec à le créateur du joué média neil les attentes deviennent folles et aussi hautes que peut une drame la douche froide un premier segment qui décalque le sans arriver à lui donner son ambiance nerveuse et marquante avec la mort de la héroïne de autres épisodes ne font pas mieux même si les accessoires font honneur à du la réalisation en mode digne mauvais téléfilm de dimanche la tension est le sentiment de de de fragilité des figures est le de est la relation contrariée de qui a perdu sa héroïne unique dans un et orpheline jamais connu la chaleur les auteurs préfèrent sur des figures sans véritable importance sur le les passages iconiques du joué sont recrées de manière et présentée au téléspectateur sans comme du fanservice de agréable pedro en homme hanté par le deuil de sa ramzey ramsey pas le physique ni le joué approprié à son on rappelle est limite une sociopathe qui attend que son compagne dorme pour lui trancher la gorge dans son et on a la version choix artistiques vont à de même du joué de des conséquences de cette du sentiment de les séquences un peu beaucoup sont suggérées par du hors drame a été vidée de sa pour ratisser le plus devenant de manière tout aussi un drama banal dans un vague univers mais passe à côté de toute la force de son matériau pas la pire adaptation de joué média boll a de sur le mais loin la et surtout loin adaptation,0
